1: [14.143337619397922 12.036317552706798]
2: [14.084392297917413 11.864246165860589]
3: [14.046642816658226 14.008513233244312]
4: [14.145113445690907 13.597168573792754]
5: [14.03485246972022 11.92718784427189]
6: [14.426965084857926 12.011670073759484]
7: [14.23944418022442 14.23944418022442]
8: [14.093741432819803 11.926369405676684]
9: [14.173269600985666 14.173269600985666]
10: [14.052605579410137 15.31029432755478]
