1: [14.204661817908482 13.777810529772918]
2: [14.183440978348916 17.970104709504923]
3: [14.351925015689721 14.351925015689721]
4: [14.244650539697261 11.981566787620793]
5: [14.32883550845869 14.32883550845869]
6: [14.101249630504531 13.982673261774309]
7: [14.293670516181326 14.377408651769732]
8: [14.069327682301871 17.73796032188753]
9: [13.963190639627076 13.466011519798979]
10: [14.195086632523473 12.13666836666091]
